iteration,newton_mean,newton_std,gradient_mean,gradient_std,trust-constr_mean,trust-constr_std
0,0.0,0.0,0.0,0.0,0.00032053445428250124,0.001844624908378495
1,0.37688445230986317,0.2229769394499015,0.30497315309015927,0.2593460541610654,0.19790754628705895,0.29532610245515245
2,0.45828203051453387,0.25390836574344106,0.42540135334265355,0.2594931627969306,0.34441045927375363,0.27488076238914305
3,0.4752558347103357,0.26723774638223147,0.45260095807493866,0.2661203173716273,0.4280170549822481,0.25528630350360293
4,0.47783204894515274,0.2700675023967962,0.4687803279267311,0.2693306429299152,0.45734784572520065,0.25931023067137443
5,0.4780908423337197,0.2704080704021253,0.47675397385234136,0.2697429252941942,0.4699428868873733,0.2633539900844218
6,0.47810425758048486,0.27042632711288217,0.47739268342800906,0.2701805253137921,0.47379033741093785,0.2662633915340784
7,0.47810453025856725,0.2704266340404131,0.47775939779896076,0.27032131038932145,0.47609871032852846,0.26857604247734207
8,0.478104553994456,0.27042667343381116,0.47790549925241066,0.2703577405596786,0.47671268743417733,0.26909249544454455
9,0.478104553994456,0.27042667343381116,0.4779166395484399,0.2703663276031871,0.4771130652468475,0.2694774537962485
10,0.478104553994456,0.27042667343381116,0.47794242143566734,0.2703925833568812,0.4774603254074198,0.2697999615831594
11,0.478104553994456,0.27042667343381116,0.4779534026591991,0.27039405210925227,0.477668493906001,0.2700089130810814
12,0.478104553994456,0.27042667343381116,0.4779552676681391,0.27039689088150903,0.47780538572041104,0.270162787397432
13,0.478104553994456,0.27042667343381116,0.4779560068472765,0.27039796060450494,0.4778888057885356,0.27024334894587515
14,0.478104553994456,0.27042667343381116,0.4779571535396361,0.27039970987203094,0.4779464139565106,0.27031726152686064
15,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.4779901348592203,0.27037107346809575
16,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.4780205680395762,0.27040723460459487
17,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47803631023107485,0.2704266616229518
18,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.4780433744245704,0.27043154236667616
19,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.4780464441451611,0.270434346245773
20,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.4780492896523127,0.27043817767749523
21,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47805207129613764,0.2704403082500049
22,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47805607235940606,0.2704465490448715
23,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.4780572398973649,0.2704483168876899
24,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806051370142727,0.270450178660648
25,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.4780603124714882,0.2704491588758794
26,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.4780600483050798,0.27044871505041496
27,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.4780605233478514,0.27044951813658147
28,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.4780614584387428,0.27045072183108876
29,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
30,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
31,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
32,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
33,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
34,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
35,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
36,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
37,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
38,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
39,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
40,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
41,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
42,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
43,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
44,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
45,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
46,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
47,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
48,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
49,0.478104553994456,0.27042667343381116,0.47795737845173103,0.2704000108993796,0.47806173142000835,0.270451214068374
